"産業小分類，従業者規模","総数_事業所数","総数_従業者数(注)","総数_従業者数(注)_男","総数_従業者数(注)_女","総数_従業者数(注)_うち常用雇用者(注)","総数_従業者数(注)_うち常用雇用者(注)_男","総数_従業者数(注)_うち常用雇用者(注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_うち常用雇用者(注)","個人_従業者数(注)_うち常用雇用者(注)_男","個人_従業者数(注)_うち常用雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_うち常用雇用者(注)","法人_従業者数(注)_うち常用雇用者(注)_男","法人_従業者数(注)_うち常用雇用者(注)_女","法人_会社_事業所数","法人_会社_従業者数(注)","法人_会社_従業者数(注)_男","法人_会社_従業者数(注)_女","法人_会社_従業者数(注)_うち常用雇用者(注)","法人_会社_従業者数(注)_うち常用雇用者(注)_男","法人_会社_従業者数(注)_うち常用雇用者(注)_女","法人_会社以外の法人_事業所数","法人_会社以外の法人_従業者数(注)","法人_会社以外の法人_従業者数(注)_男","法人_会社以外の法人_従業者数(注)_女","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)_男","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)_女","法人でない団体_事業所数","法人でない団体_従業者数(注)","法人でない団体_従業者数(注)_男","法人でない団体_従業者数(注)_女","法人でない団体_従業者数(注)_うち常用雇用者(注)","法人でない団体_従業者数(注)_うち常用雇用者(注)_男","法人でない団体_従業者数(注)_うち常用雇用者(注)_女"
"　I 卸売業，小売業_　60 その他の小売業_　601 家具・建具・畳小売業_20～29人","6.0","150.0","61.0","89.0","133.0","49.0","84.0","-","-","-","-","-","-","-","6.0","150.0","61.0","89.0","133.0","49.0","84.0","6.0","150.0","61.0","89.0","133.0","49.0","84.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　601 家具・建具・畳小売業_30～49人","1.0","42.0","25.0","17.0","42.0","25.0","17.0","-","-","-","-","-","-","-","1.0","42.0","25.0","17.0","42.0","25.0","17.0","1.0","42.0","25.0","17.0","42.0","25.0","17.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　601 家具・建具・畳小売業_50～99人","2.0","116.0","48.0","68.0","104.0","38.0","66.0","-","-","-","-","-","-","-","2.0","116.0","48.0","68.0","104.0","38.0","66.0","2.0","116.0","48.0","68.0","104.0","38.0","66.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　601 家具・建具・畳小売業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　601 家具・建具・畳小売業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　601 家具・建具・畳小売業_(再掲)5人以下","237.0","539.0","333.0","206.0","164.0","81.0","83.0","200.0","423.0","264.0","159.0","103.0","50.0","53.0","37.0","116.0","69.0","47.0","61.0","31.0","30.0","37.0","116.0","69.0","47.0","61.0","31.0","30.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　601 家具・建具・畳小売業_(再掲)20人以下","268.0","819.0","506.0","313.0","364.0","202.0","162.0","204.0","451.0","288.0","163.0","114.0","58.0","56.0","64.0","368.0","218.0","150.0","250.0","144.0","106.0","64.0","368.0","218.0","150.0","250.0","144.0","106.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業","179.0","580.0","176.0","300.0","344.0","61.0","179.0","125.0","259.0","117.0","142.0","65.0","27.0","38.0","54.0","321.0","59.0","158.0","279.0","34.0","141.0","54.0","321.0","59.0","158.0","279.0","34.0","141.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業_1～4人","148.0","299.0","133.0","166.0","89.0","31.0","58.0","118.0","222.0","100.0","122.0","45.0","17.0","28.0","30.0","77.0","33.0","44.0","44.0","14.0","30.0","30.0","77.0","33.0","44.0","44.0","14.0","30.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業_5～9人","19.0","121.0","40.0","50.0","95.0","27.0","37.0","7.0","37.0","17.0","20.0","20.0","10.0","10.0","12.0","84.0","23.0","30.0","75.0","17.0","27.0","12.0","84.0","23.0","30.0","75.0","17.0","27.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業_10～19人","12.0","160.0","3.0","84.0","160.0","3.0","84.0","-","-","-","-","-","-","-","12.0","160.0","3.0","84.0","160.0","3.0","84.0","12.0","160.0","3.0","84.0","160.0","3.0","84.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業_(再掲)5人以下","155.0","334.0","145.0","189.0","110.0","38.0","72.0","123.0","247.0","110.0","137.0","59.0","24.0","35.0","32.0","87.0","35.0","52.0","51.0","14.0","37.0","32.0","87.0","35.0","52.0","51.0","14.0","37.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　602 じゅう器小売業_(再掲)20人以下","179.0","580.0","176.0","300.0","344.0","61.0","179.0","125.0","259.0","117.0","142.0","65.0","27.0","38.0","54.0","321.0","59.0","158.0","279.0","34.0","141.0","54.0","321.0","59.0","158.0","279.0","34.0","141.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業","769.0","4131.0","1029.0","3098.0","3141.0","632.0","2505.0","427.0","1102.0","258.0","844.0","511.0","58.0","453.0","342.0","3029.0","771.0","2254.0","2630.0","574.0","2052.0","340.0","2997.0","761.0","2232.0","2609.0","572.0","2033.0","2.0","32.0","10.0","22.0","21.0","2.0","19.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業_1～4人","514.0","1162.0","298.0","860.0","533.0","68.0","461.0","379.0","787.0","210.0","577.0","277.0","32.0","245.0","135.0","375.0","88.0","283.0","256.0","36.0","216.0","135.0","375.0","88.0","283.0","256.0","36.0","216.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業_5～9人","187.0","1227.0","261.0","966.0","995.0","148.0","847.0","43.0","261.0","47.0","214.0","196.0","26.0","170.0","144.0","966.0","214.0","752.0","799.0","122.0","677.0","143.0","958.0","213.0","745.0","791.0","121.0","670.0","1.0","8.0","1.0","7.0","8.0","1.0","7.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業_10～19人","49.0","626.0","126.0","500.0","526.0","93.0","433.0","5.0","54.0","1.0","53.0","38.0","-","38.0","44.0","572.0","125.0","447.0","488.0","93.0","395.0","44.0","572.0","125.0","447.0","488.0","93.0","395.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業_20～29人","7.0","159.0","45.0","114.0","134.0","27.0","107.0","-","-","-","-","-","-","-","7.0","159.0","45.0","114.0","134.0","27.0","107.0","6.0","135.0","36.0","99.0","121.0","26.0","95.0","1.0","24.0","9.0","15.0","13.0","1.0","12.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業_30～49人","4.0","169.0","47.0","122.0","165.0","44.0","121.0","-","-","-","-","-","-","-","4.0","169.0","47.0","122.0","165.0","44.0","121.0","4.0","169.0","47.0","122.0","165.0","44.0","121.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業_50～99人","4.0","290.0","99.0","191.0","290.0","99.0","191.0","-","-","-","-","-","-","-","4.0","290.0","99.0","191.0","290.0","99.0","191.0","4.0","290.0","99.0","191.0","290.0","99.0","191.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業_100人以上","4.0","498.0","153.0","345.0","498.0","153.0","345.0","-","-","-","-","-","-","-","4.0","498.0","153.0","345.0","498.0","153.0","345.0","4.0","498.0","153.0","345.0","498.0","153.0","345.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業_(再掲)5人以下","570.0","1442.0","342.0","1096.0","759.0","92.0","663.0","398.0","882.0","230.0","652.0","343.0","43.0","300.0","172.0","560.0","112.0","444.0","416.0","49.0","363.0","172.0","560.0","112.0","444.0","416.0","49.0","363.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　603 医薬品・化粧品小売業_(再掲)20人以下","751.0","3035.0","686.0","2345.0","2072.0","309.0","1759.0","427.0","1102.0","258.0","844.0","511.0","58.0","453.0","324.0","1933.0","428.0","1501.0","1561.0","251.0","1306.0","323.0","1925.0","427.0","1494.0","1553.0","250.0","1299.0","1.0","8.0","1.0","7.0","8.0","1.0","7.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業","209.0","1094.0","723.0","371.0","704.0","464.0","240.0","134.0","444.0","248.0","196.0","179.0","82.0","97.0","75.0","650.0","475.0","175.0","525.0","382.0","143.0","48.0","311.0","231.0","80.0","204.0","155.0","49.0","27.0","339.0","244.0","95.0","321.0","227.0","94.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業_1～4人","151.0","363.0","227.0","136.0","162.0","91.0","71.0","111.0","258.0","155.0","103.0","91.0","43.0","48.0","40.0","105.0","72.0","33.0","71.0","48.0","23.0","23.0","74.0","52.0","22.0","40.0","28.0","12.0","17.0","31.0","20.0","11.0","31.0","20.0","11.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業_5～9人","41.0","254.0","159.0","95.0","167.0","106.0","61.0","17.0","104.0","54.0","50.0","58.0","28.0","30.0","24.0","150.0","105.0","45.0","109.0","78.0","31.0","19.0","119.0","83.0","36.0","81.0","58.0","23.0","5.0","31.0","22.0","9.0","28.0","20.0","8.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業_10～19人","15.0","207.0","140.0","67.0","124.0","89.0","35.0","6.0","82.0","39.0","43.0","30.0","11.0","19.0","9.0","125.0","101.0","24.0","94.0","78.0","16.0","5.0","76.0","60.0","16.0","45.0","37.0","8.0","4.0","49.0","41.0","8.0","49.0","41.0","8.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業_30～49人","1.0","42.0","36.0","6.0","38.0","32.0","6.0","-","-","-","-","-","-","-","1.0","42.0","36.0","6.0","38.0","32.0","6.0","1.0","42.0","36.0","6.0","38.0","32.0","6.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業_100人以上","1.0","228.0","161.0","67.0","213.0","146.0","67.0","-","-","-","-","-","-","-","1.0","228.0","161.0","67.0","213.0","146.0","67.0","-","-","-","-","-","-","-","1.0","228.0","161.0","67.0","213.0","146.0","67.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業_(再掲)5人以下","165.0","433.0","267.0","166.0","211.0","117.0","94.0","117.0","288.0","170.0","118.0","111.0","51.0","60.0","48.0","145.0","97.0","48.0","100.0","66.0","34.0","29.0","104.0","70.0","34.0","59.0","39.0","20.0","19.0","41.0","27.0","14.0","41.0","27.0","14.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　604 農耕用品小売業_(再掲)20人以下","207.0","824.0","526.0","298.0","453.0","286.0","167.0","134.0","444.0","248.0","196.0","179.0","82.0","97.0","73.0","380.0","278.0","102.0","274.0","204.0","70.0","47.0","269.0","195.0","74.0","166.0","123.0","43.0","26.0","111.0","83.0","28.0","108.0","81.0","27.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業","696.0","3428.0","2320.0","1108.0","2367.0","1651.0","716.0","282.0","914.0","502.0","412.0","408.0","198.0","210.0","414.0","2514.0","1818.0","696.0","1959.0","1453.0","506.0","385.0","2397.0","1726.0","671.0","1859.0","1375.0","484.0","29.0","117.0","92.0","25.0","100.0","78.0","22.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業_1～4人","416.0","1163.0","731.0","432.0","606.0","385.0","221.0","236.0","627.0","334.0","293.0","227.0","97.0","130.0","180.0","536.0","397.0","139.0","379.0","288.0","91.0","164.0","494.0","364.0","130.0","342.0","260.0","82.0","16.0","42.0","33.0","9.0","37.0","28.0","9.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業_5～9人","220.0","1402.0","980.0","422.0","1030.0","747.0","283.0","44.0","261.0","156.0","105.0","157.0","91.0","66.0","176.0","1141.0","824.0","317.0","873.0","656.0","217.0","163.0","1066.0","765.0","301.0","810.0","606.0","204.0","13.0","75.0","59.0","16.0","63.0","50.0","13.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業_10～19人","49.0","603.0","415.0","188.0","497.0","344.0","153.0","2.0","26.0","12.0","14.0","24.0","10.0","14.0","47.0","577.0","403.0","174.0","473.0","334.0","139.0","47.0","577.0","403.0","174.0","473.0","334.0","139.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業_20～29人","5.0","110.0","80.0","30.0","88.0","63.0","25.0","-","-","-","-","-","-","-","5.0","110.0","80.0","30.0","88.0","63.0","25.0","5.0","110.0","80.0","30.0","88.0","63.0","25.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業_30～49人","2.0","69.0","56.0","13.0","65.0","54.0","11.0","-","-","-","-","-","-","-","2.0","69.0","56.0","13.0","65.0","54.0","11.0","2.0","69.0","56.0","13.0","65.0","54.0","11.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業_50～99人","1.0","81.0","58.0","23.0","81.0","58.0","23.0","-","-","-","-","-","-","-","1.0","81.0","58.0","23.0","81.0","58.0","23.0","1.0","81.0","58.0","23.0","81.0","58.0","23.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業_出向・派遣従業者のみ","3.0","-","-","-","-","-","-","-","-","-","-","-","-","-","3.0","-","-","-","-","-","-","3.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業_(再掲)5人以下","492.0","1543.0","1000.0","543.0","873.0","583.0","290.0","257.0","732.0","396.0","336.0","287.0","128.0","159.0","235.0","811.0","604.0","207.0","586.0","455.0","131.0","212.0","734.0","543.0","191.0","518.0","401.0","117.0","23.0","77.0","61.0","16.0","68.0","54.0","14.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　605 燃料小売業_(再掲)20人以下","686.0","3188.0","2139.0","1049.0","2149.0","1486.0","663.0","282.0","914.0","502.0","412.0","408.0","198.0","210.0","404.0","2274.0","1637.0","637.0","1741.0","1288.0","453.0","375.0","2157.0","1545.0","612.0","1641.0","1210.0","431.0","29.0","117.0","92.0","25.0","100.0","78.0","22.0","-","-","-","-","-","-","-"
"　I 卸売業，小売業_　60 その他の小売業_　606 書籍・文房具小売業","399.0","4682.0","2150.0","2532.0","3511.0","1645.0","1866.0","245.0","1887.0","910.0","977.0","1342.0","634.0","708.0","153.0","2794.0","1240.0","1554.0","2168.0","1011.0","1157.0","151.0","2716.0","1219.0","1497.0","2091.0","991.0","1100.0","2.0","78.0","21.0","57.0","77.0","20.0","57.0","1.0","1.0","-","1.0","1.0","-","1.0"
"　I 卸売業，小売業_　60 その他の小売業_　606 書籍・文房具小売業_1～4人","161.0","359.0","158.0","201.0","106.0","31.0","75.0","137.0","289.0","130.0","159.0","63.0","20.0","43.0","23.0","69.0","28.0","41.0","42.0","11.0","31.0","23.0","69.0","28.0","41.0","42.0","11.0","31.0","-","-","-","-","-","-","-","1.0","1.0","-","1.0","1.0","-","1.0"
"　I 卸売業，小売業_　60 その他の小売業_　606 書籍・文房具小売業_5～9人","75.0","509.0","205.0","304.0","359.0","135.0","224.0","40.0","266.0","116.0","150.0","176.0","69.0","107.0","35.0","243.0","89.0","154.0","183.0","66.0","117.0","34.0","238.0","84.0","154.0","178.0","61.0","117.0","1.0","5.0","5.0","-","5.0","5.0","-","-","-","-","-","-","-","-"
